"listing_value","tweets_Name","tweets_Date","tweets_Retweets","tweets_Likes","tweets_Text","tweets_Replies","tweets_Images","tweets_imageURL","tweets_hrefURL","remove"
"","CNN Breaking News","Mar 12, 2011","97","17","#Quake survivors pack roads, stores outside hard-hit area http://on.cnn.com/hmX07G","","","","","1"
"","CNN Breaking News","Mar 12, 2011","866","34","At least 200 dead, 700 missing; quake, #tsunami toll grows by hour, Japan Ambassador Fujisaki says","","","","","1"
"","CNN Breaking News","Mar 12, 2011","449","40","Galapagos Islands, Ecuadoran coast ordered evacuated as #tsunami approaches http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 12, 2011","244","17","Reactor cooling water above standard boiling point, Kyodo reports #quake http://on.cnn.com/fJVx1O","","","","","1"
"","CNN Breaking News","Mar 12, 2011","355","21","States of emergency in 4 Northern Calif. counties due to #tsunami damage http://on.cnn.com/fk6dJY","","","","","1"
"","CNN Breaking News","Mar 12, 2011","855","33","Radiation 1,000 times above normal in nuclear plant, Kyodo reports #quake http://on.cnn.com/fJVx1O","","","","","1"
"","CNN Breaking News","Mar 12, 2011","267","21","Officials order valve opened at Japan nuclear power plant to relieve pressure http://on.cnn.com/fJVx1O","","","","","1"
"","CNN Breaking News","Mar 12, 2011","470","20","Second nuclear power plant may be overheating after #quake, Kyodo reports http://on.cnn.com/fJVx1O","","","","","1"
"","CNN Breaking News","Mar 12, 2011","245","16","U.S. sending rescue teams with search dogs to help in Japan #quake aftermath http://on.cnn.com/gGU4MO","","","","","1"
"","CNN Breaking News","Mar 11, 2011","282","18","State of emergency declared for all counties for Oklahoma due to #wildfires http://on.cnn.com/fpDHPy","","","","","1"
"","CNN Breaking News","Mar 11, 2011","168","13","Scope of casualties still uncertain as sun rises in Japan after 8.9 #quake http://on.cnn.com/dH438i","","","","","1"
"","CNN Breaking News","Mar 11, 2011","153","18","U.S. command ship Blue Ridge loading Japan #quake relief supplies in Singapore http://on.cnn.com/h2HXSk","","","","","1"
"","CNN Breaking News","Mar 11, 2011","536","56","Man swept out to sea, killed photographing #tsunami in Northern California http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 11, 2011","346","15","Chile upgrades #tsunami warning to alert, urges coastal residents to evacuate http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 11, 2011","73","11","NFL players' move expected to push labor impasse into the court room http://on.cnn.com/dIguyp","","","","","1"
"","CNN Breaking News","Mar 11, 2011","217","14","NFL Players Association files paperwork to decertify as a union http://on.cnn.com/dIguyp","","","","","1"
"","CNN Breaking News","Mar 11, 2011","1.2K","80","Here's how you can help victims of the earthquake and tsunami in Japan http://on.cnn.com/eA8uKf","","","","","1"
"","CNN Breaking News","Mar 11, 2011","948","73","Radiation 8 times normal near Fukushima nuclear plant, Japan nuclear agency says http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 11, 2011","422","17","6.3 #quake off Honshu -- latest aftershock from 8.9 quake in northeast Japan http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 11, 2011","1.1K","32","Japan National Police: 184 dead, 722 hurt, 530 missing after 8.9 #quake, #tsunami http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 11, 2011","213","26","Docks, commercial fishing boats in Northern Calif. harbor damaged by #tsunami waves http://on.cnn.com/fk6dJY","","","","","1"
"","CNN Breaking News","Mar 11, 2011","606","13","USGS: Estimated 6.2-magnitude earthquake strikes Nagano and Niigata, Japan. http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 11, 2011","115","24","U.S. offering condolences, assistance to Japan after quake, #tsunami. http://on.cnn.com/h2HXSk","","","","","1"
"","CNN Breaking News","Mar 11, 2011","512","30","U.S. Air Force flying nuclear reactor coolant to Japan in wake of #tsunami. http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 11, 2011","159","18","President Obama ""heartbroken"" by news of earthquake, #tsunami in Japan. http://www.cnn.com/POLITICS/","","","","","1"
"","CNN Breaking News","Mar 11, 2011","445","19","Radiation leak could occur at nuclear plant following quake, #tsunami, Kyodo News Agency reports. http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 11, 2011","188","13","So far U.S. appears to have escaped major #tsunami damage. http://on.cnn.com/fk6dJY","","","","","1"
"","CNN Breaking News","Mar 11, 2011","606","13","USGS: Estimated 6.2-magnitude earthquake strikes Nagano and Niigata, Japan. http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 11, 2011","115","24","U.S. offering condolences, assistance to Japan after quake, #tsunami. http://on.cnn.com/h2HXSk","","","","","1"
"","CNN Breaking News","Mar 11, 2011","512","30","U.S. Air Force flying nuclear reactor coolant to Japan in wake of #tsunami. http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 11, 2011","159","18","President Obama ""heartbroken"" by news of earthquake, #tsunami in Japan. http://www.cnn.com/POLITICS/","","","","","1"
"","CNN Breaking News","Mar 11, 2011","445","19","Radiation leak could occur at nuclear plant following quake, #tsunami, Kyodo News Agency reports. http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 11, 2011","188","13","So far U.S. appears to have escaped major #tsunami damage. http://on.cnn.com/fk6dJY","","","","","1"
"","CNN Breaking News","Mar 11, 2011","379","19","Japan struggling to ""cool down"" nuclear plant after #tsunami, minister says. http://on.cnn.com/fJVx1O","","","","","1"
"","CNN Breaking News","Mar 11, 2011","463","16","#Tsunami evacuation orders lifted for Hawaii. http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 11, 2011","122","15","Japan #tsunami questions anwered: http://on.cnn.com/i20jjn","","","","","1"
"","CNN Breaking News","Mar 11, 2011","63","12","#Wisconsin governor signs bill curbing collective-bargaining rights. http://www.cnn.com/POLITICS/","","","","","1"
"","CNN Breaking News","Mar 11, 2011","175","20","#Tsunami live blog: Latest news, videos http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 11, 2011","160","18","Witnesses describe horror, damage from Japan quake and #tsunami. http://on.cnn.com/g9kHAT","","","","","1"
"","CNN Breaking News","Mar 11, 2011","781","28","Kyodo: Radiation level rising in Japan nuclear plant after earthquake, #tsunami. http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 11, 2011","88","21","Doctors say wounded Rep. Giffords' recovery ""remarkable."" http://on.cnn.com/gfhHpy","","","","","1"
"","CNN Breaking News","Mar 11, 2011","583","19","About 4 million homes blacked out in Tokyo area after quake, #tsunami. http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 11, 2011","598","25","Report: Dam breaks in Fukushima prefecture, Japan, washing away scores of homes. http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 11, 2011","1.1K","43","#Tsunami waves of nearly 7 feet reported at harbor in Maui, Hawaii. http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 11, 2011","418","34","Japan earthquake, tsunami live blog: Latest news, videos http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 11, 2011","1.8K","76","200 to 300 bodies found in the coast city of Sendai after #Japan earthquake, #tsunami. http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 11, 2011","902","35","First tsunami waves reach Hawaiian Islands following a Japan earthquake. http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 11, 2011","75","14","Rebel positions in the Libyan city of Ras Lanuf under heavy bombardment. http://on.cnn.com/gvhoBI","","","","","1"
"","CNN Breaking News","Mar 11, 2011","624","23","All airports in Hawaii reported closed in aftermath of major quake, tsunami. http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 11, 2011","1.4K","57","Waves from tsunami caused by Japan quake could wash over entire islands in the Pacific, aid agencies warn. http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 11, 2011","220","14","U.S. Pacific Fleet ships to remain at Pearl Harbor, Hawaii, in aftermath of Japan quake, Navy says. http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 11, 2011","450","42","Disaster in Japan live blog: Latest news, videos http://on.cnn.com/hQmkLS","","","","","1"
"","CNN Breaking News","Mar 11, 2011","1.8K","63","#Tsunami warnings issued for U.S. and at least 19 other countries after #Japan quake http://on.cnn.com/hEJDJm","","","","","1"
"","CNN Breaking News","Mar 11, 2011","231","22","Police search Charlie #Sheen's house for weapons http://on.cnn.com/id7Bh3","","","","","1"
"","CNN Breaking News","Mar 11, 2011","2K","40","Massive quake hits Japan, tsunami warnings issued http://on.cnn.com/dH438i","","","","","1"
"","CNN Breaking News","Mar 10, 2011","79","23","Army disciplines nine officers for failing to warn of problems with Maj. Nidal Hassan before he went to Fort Hood. http://on.cnn.com/ij798k","","","","","1"
"","CNN Breaking News","Mar 10, 2011","207","21","Rep. Giffords plans to attend April 19 launch of space shuttle Endeavor commanded by her husband, spokesman says. http://on.cnn.com/glndhO","","","","","1"
"","CNN Breaking News","Mar 10, 2011","144","14","Wisconsin Assembly passes controversial bill that curtails most state workers’ bargaining rights. http://on.cnn.com/hn7yUq","","","","","1"
"","CNN Breaking News","Mar 10, 2011","77","6","U.S. will send disaster relief teams to eastern #Libya, WH national security adviser says. http://on.cnn.com/guczjF","","","","","1"
"","CNN Breaking News","Mar 10, 2011","98","9","Dow closes below 12,000 for first time since Jan. 31, posting steepest drop since August. http://on.cnn.com/gEydgD","","","","","1"
"","CNN Breaking News","Mar 10, 2011","193","19","Charlie Sheen sues over ""Two and a Half Men"" dispute. http://on.cnn.com/fvhPYL","","","","","1"
"","CNN Breaking News","Mar 10, 2011","42","7","Judge gives Lindsay #Lohan 2 weeks to decide on plea deal in necklace theft case. http://on.cnn.com/hgQgF6","","","","","1"
"","CNN Breaking News","Mar 10, 2011","39","6","State TV: #Libyan forces claim to have taken oil port of Ras Lanuf from opposition. http://on.cnn.com/eazQWW","","","","","1"
"","CNN Breaking News","Mar 10, 2011","137","15","Report: Montreal cops investigating hockey hit. http://on.cnn.com/eVMuMt","","","","","1"
"","CNN Breaking News","Mar 10, 2011","57","15","Ohio man is first executed with lone dose of pentobarbital. http://on.cnn.com/eYeRR1","","","","","1"
"","CNN Breaking News","Mar 10, 2011","107","7","#Wisconsin capitol locked down as budget bill protestors demonstrate. http://on.cnn.com/geCL0A","","","","","1"
"","CNN Breaking News","Mar 10, 2011","102","9","#Iraq pipeline bombing cuts flow of thousands of barrels of oil, ministry says. http://on.cnn.com/ehIYW4","","","","","1"
"","CNN Breaking News","Mar 10, 2011","45","5","#Libyan military bombards opposition-held oil port of Ras Lanuf. http://on.cnn.com/eazQWW","","","","","1"
"","CNN Breaking News","Mar 10, 2011","529","50","#DalaiLama announces plan to retire as political head of Tibetan exiled movement http://on.cnn.com/gnRWvC","","","","","1"
"","CNN Breaking News","Mar 10, 2011","46","12","Fire that burned 1,800 acres near Albuquerque caused by car exhaust part http://on.cnn.com/ieJ5Tp","","","","","1"
"","CNN Breaking News","Mar 10, 2011","55","11","Imposing no-fly zone would unite Libyan people behind him, #Gadhafi says http://on.cnn.com/hmgv09","","","","","1"
"","CNN Breaking News","Mar 10, 2011","59","8","#Wisconsin Assembly expected to take up altered budget bill Thursday morning http://on.cnn.com/hWGhVU","","","","","1"
"","CNN Breaking News","Mar 10, 2011","152","10","#Wisconsin Senate cuts fiscal sections of budget bill, passes cuts to collective bargaining http://on.cnn.com/hWGhVU","","","","","1"
"","CNN Breaking News","Mar 10, 2011","45","5","#Libyan military bombards opposition-held oil port of Ras Lanuf. http://on.cnn.com/eazQWW","","","","","1"
"","CNN Breaking News","Mar 10, 2011","529","50","#DalaiLama announces plan to retire as political head of Tibetan exiled movement http://on.cnn.com/gnRWvC","","","","","1"
"","CNN Breaking News","Mar 10, 2011","46","12","Fire that burned 1,800 acres near Albuquerque caused by car exhaust part http://on.cnn.com/ieJ5Tp","","","","","1"
"","CNN Breaking News","Mar 10, 2011","55","11","Imposing no-fly zone would unite Libyan people behind him, #Gadhafi says http://on.cnn.com/hmgv09","","","","","1"
"","CNN Breaking News","Mar 10, 2011","59","8","#Wisconsin Assembly expected to take up altered budget bill Thursday morning http://on.cnn.com/hWGhVU","","","","","1"
"","CNN Breaking News","Mar 10, 2011","152","10","#Wisconsin Senate cuts fiscal sections of budget bill, passes cuts to collective bargaining http://on.cnn.com/hWGhVU","","","","","1"
"","CNN Breaking News","Mar 9, 2011","115","20","Former IAEA chief Mohamed ElBaradei says he will run for president of Egypt http://on.cnn.com/gDJrYo","1","","","","1"
"","CNN Breaking News","Mar 9, 2011","62","9","#Libya offers 500K dinars ($410,900) for minister-turned rebel Mustafa Abdul Jalil http://on.cnn.com/hmgv09","","","","","1"
"","CNN Breaking News","Mar 9, 2011","28","8","#Giffords' accused shooter, Jared #Loughner, appears in Tucson court http://on.cnn.com/fVYCwn","","","","","1"
"","CNN Breaking News","Mar 9, 2011","105","17","#Libya rebel leader: the longer without no-fly zone, ""the more blood shed"" http://on.cnn.com/hmgv09","","","","","1"
"","CNN Breaking News","Mar 9, 2011","79","3","Damaging tornadoes reported as storm pushes through Deep South. http://on.cnn.com/fHD0Mz","","","","","1"
"","CNN Breaking News","Mar 9, 2011","263","14","#Illinois governor signs death penalty ban. http://on.cnn.com/i7pqv5","","","","","1"
"","CNN Breaking News","Mar 9, 2011","72","4","Pulitizer Prize-winning columnist David #Broder has died, Washington Post reports. http://on.cnn.com/hOVSro","","","","","1"
"","CNN Breaking News","Mar 9, 2011","75","2","Tornado reportedly touches down in Theodore, Alabama. http://on.cnn.com/fHD0Mz","","","","","1"
"","CNN Breaking News","Mar 9, 2011","76","14","New York TV executive Muzzammil ""Mo"" Hassan sentenced to 25 years to life in his wife's beheading. http://on.cnn.com/fpEcL7","","","","","1"
"","CNN Breaking News","Mar 9, 2011","90","11","Shooting, clashes reported in Tahrir Square, Cairo. http://on.cnn.com/gaGSf7","","","","","1"
"","CNN Breaking News","Mar 9, 2011","151","15","Gadhafi forces use aircraft, heavy artillery in effort to retake Libyan oil city of Ras Lanuf. http://on.cnn.com/hmgv09","","","","","1"
"","CNN Breaking News","Mar 9, 2011","96","12","NPR confirms resignation of CEO Vivian Schiller. http://on.cnn.com/dWYX9e","","","","","1"
"","CNN Breaking News","Mar 9, 2011","64","8","Nine reported killed in sectarian clashes in #Egypt. http://on.cnn.com/ien0BA","","","","","1"
"","CNN Breaking News","Mar 9, 2011","81","11","7 children die in #Pennsylvania farmhouse fire http://on.cnn.com/ghaeZ7","","","","","1"
"","CNN Breaking News","Mar 9, 2011","524","20","#tsunmai advisory issued after 7.2 #quake off NE coast of Japan's main island http://on.cnn.com/fJC2tG","","","","","1"
"","CNN Breaking News","Mar 9, 2011","92","7","One of 3 officers shot serving warrant in St. Louis has died, officials say http://on.cnn.com/dTMIg1","","","","","1"
"","CNN Breaking News","Mar 9, 2011","160","7","OSU's Tressel fined $250,000, suspended 2 games for not reporting NCAA rules violations http://on.cnn.com/hkhSpg","","","","","1"
"","CNN Breaking News","Mar 8, 2011","53","15","E-mails released by Wisc. gov's office reveal potential budget bill concessions http://on.cnn.com/fLYfmI","","","","","1"
"","CNN Breaking News","Mar 8, 2011","119","24","Court papers: Alleged sex assault of girl by up to 20 males recorded, shared http://on.cnn.com/fkRwdX","","","","","1"
"","CNN Breaking News","Mar 8, 2011","189","10","21 priests on leave after Philly diocese review of alleged child sex abuse http://on.cnn.com/ewDyQL","","","","","1"
"","CNN Breaking News","Mar 8, 2011","68","9","Stocks surge, led by lower oil prices and strength in bank shares http://on.cnn.com/flPZBL","","","","","1"
"","CNN Breaking News","Mar 8, 2011","47","6","Mexican trucking cos. to need certification for U.S. roads starting in June http://on.cnn.com/dH7Dqh","","","","","1"
"","CNN Breaking News","Mar 8, 2011","320","24","Millions of dead #anchovies in Redondo Beach harbor. http://on.cnn.com/ebSL2D","","","","","1"
"","CNN Breaking News","Mar 8, 2011","53","8","U.S. Marshals Service now says #marshal not killed in St. Louis shooting. http://on.cnn.com/dXOZYz","","","","","1"
"","CNN Breaking News","Mar 8, 2011","73","5","U.S. #marshal killed in St. Louis shooting. http://on.cnn.com/dXOZYz","","","","","1"
"","CNN Breaking News","Mar 8, 2011","222","18","Opposition: #Gadhafi working on deal to step down http://on.cnn.com/e3Tk8Y","","","","","1"
"","CNN Breaking News","Mar 8, 2011","110","16","Police find body of U.S. student missing in Spain http://on.cnn.com/hRtxHw","","","","","1"
"","CNN Breaking News","Mar 8, 2011","94","17","Official: Former Mexican police Chief Marisol Valles Garcia, 20, is in the U.S. http://on.cnn.com/gPDeTU","","","","","1"
"","CNN Breaking News","Mar 8, 2011","106","15","2 sailors killed, 1 injured in training exercise at Camp #Pendleton, California http://on.cnn.com/haZSzi","","","","","1"
"","CNN Breaking News","Mar 7, 2011","918","43","Warner Bros. ""terminated Charlie Sheen's services on 'Two and a Half Men' "" http://on.cnn.com/fPqWUV","","","","","1"
"","CNN Breaking News","Mar 7, 2011","85","4","Stocks end lower as oil, gold prices climb. Dow down 77 points, Nasdaq loses 1.4% http://on.cnn.com/e8HHeQ","","","","","1"
"","CNN Breaking News","Mar 7, 2011","58","5","Obama: U.S. to resume using military panels to try #Guantanamo detainees http://on.cnn.com/ePCAWp","","","","","1"
"","CNN Breaking News","Mar 7, 2011","155","15","#NATO has begun around-the-clock surveillance flights of #Libya, U.S. envoy says. http://on.cnn.com/gviD44","","","","","1"
"","CNN Breaking News","Mar 7, 2011","114","12","U.S., France, UK working on possible resolution for no-fly zone over #Libya, sources say. http://on.cnn.com/eoBbVw","","","","","1"
"","CNN Breaking News","Mar 7, 2011","87","14","20-year-old female #policechief fired in #Mexico. http://on.cnn.com/fbxvd7","","","","","1"
"","CNN Breaking News","Mar 7, 2011","237","24","Supreme Court rejects appeal on Obama's birth status. http://on.cnn.com/dWnZ60","","","","","1"
"","CNN Breaking News","Mar 7, 2011","111","13","Egyptian protesters clash with troops over Hosni Mubarak documents. http://on.cnn.com/g5W9Ze","","","","","1"
"","CNN Breaking News","Mar 7, 2011","163","18","Protesters take to NY streets over hearings on radicalization of U.S. Muslims. http://on.cnn.com/e2zcyf","","","","","1"
"","CNN Breaking News","Mar 6, 2011","67","10","Afghan leader to Gen. Petraeus: Apologies for civilian deaths aren't enough. http://on.cnn.com/euwPSR","","","","","1"
"","CNN Breaking News","Mar 7, 2011","237","24","Supreme Court rejects appeal on Obama's birth status. http://on.cnn.com/dWnZ60","","","","","1"
"","CNN Breaking News","Mar 7, 2011","111","13","Egyptian protesters clash with troops over Hosni Mubarak documents. http://on.cnn.com/g5W9Ze","","","","","1"
"","CNN Breaking News","Mar 7, 2011","163","18","Protesters take to NY streets over hearings on radicalization of U.S. Muslims. http://on.cnn.com/e2zcyf","","","","","1"
"","CNN Breaking News","Mar 6, 2011","67","10","Afghan leader to Gen. Petraeus: Apologies for civilian deaths aren't enough. http://on.cnn.com/euwPSR","","","","","1"
"","CNN Breaking News","Mar 6, 2011","274","23","Libya crisis sends U.S. gas prices up 33 cents in two weeks, survey says. http://on.cnn.com/gS5DOW","","","","","1"
"","CNN Breaking News","Mar 6, 2011","102","10","19 killed in fighting between rebels, government forces in Misrata, #Libya, hospital spokesman says. http://on.cnn.com/gNNBXf","","","","","1"
"","CNN Breaking News","Mar 6, 2011","60","7","Sources: British special forces briefly detained by Libyan opposition forces have left country. http://on.cnn.com/hNwtQB","","","","","1"
"","CNN Breaking News","Mar 6, 2011","136","13","Japan's foreign minister resigns. He had been under scrutiny for political contribution he received. http://on.cnn.com/hBRenz","","","","","1"
"","CNN Breaking News","Mar 6, 2011","153","27","Alexander McQueen fashion house denies it is designing royal wedding dress of Kate Middleton. http://on.cnn.com/fpImHY","","","","","1"
"","CNN Breaking News","Mar 6, 2011","74","19","Mom of kids found in dad's pest control truck arrested in girl's death http://on.cnn.com/gT5gcn","","","","","1"
"","CNN Breaking News","Mar 6, 2011","63","13","Police: Suspected ""East Coast Rapist"" attempted suicide in his cell today http://on.cnn.com/evlViv","","","","","1"
"","CNN Breaking News","Mar 5, 2011","82","14","Man who fell into abandoned mine in Nevada has died, official says http://on.cnn.com/gPQ4qb","","","","","1"
"","CNN Breaking News","Mar 5, 2011","134","17","Louisiana mom killed protecting daughter in #tornado, official says http://on.cnn.com/f47X25","","","","","1"
"","CNN Breaking News","Mar 5, 2011","74","16","#Libya opposition says council that will be alternative govt. meets for 1st time http://on.cnn.com/gAB0hL","","","","","1"
"","CNN Breaking News","Mar 5, 2011","128","12","At least 14 injuries from #tornado, storms in Louisiana http://on.cnn.com/f47X25","","","","","1"
"","CNN Breaking News","Mar 5, 2011","94","11","Tornado touches down in Rayne, Louisiana, police and fire officials say. No information on deaths, injuries. http://on.cnn.com/eKgRRy","","","","","1"
"","CNN Breaking News","Mar 5, 2011","55","17","Police: DNA links man arrested in Connecticut to 'East Coast Rapist' cases. http://on.cnn.com/evlViv","","","","","1"
"","CNN Breaking News","Mar 5, 2011","120","17","Rebels shot down plane near Libyan city of Ras Lanuf, they told CNN reporters. Two bodies seen at site. http://on.cnn.com/gAB0hL","","","","","1"
"","CNN Breaking News","Mar 5, 2011","124","10","26 killed, 21 injured in southern Brazil when tourist bus collides with truck, officials say. http://on.cnn.com/gw1Pdy","","","","","1"
"","CNN Breaking News","Mar 5, 2011","133","26","Rebels celebrate after pro-Gadhafi forces retreat from Zawiya, Libya, witness says. http://on.cnn.com/gAB0hL","","","","","1"
"","CNN Breaking News","Mar 5, 2011","115","11","Six people killed in plane crash in Russia, emergency officials told Russia's Interfax news agency.","","","","","1"
"","CNN Breaking News","Mar 5, 2011","67","21","Police: Body from landfill likely mother of 2 kids found dead in canal http://on.cnn.com/h6OAtl","","","","","1"
"","CNN Breaking News","Mar 5, 2011","161","27","Video shows apparent Ivory Coast troops gunning down women at protest http://on.cnn.com/i19HFI","","","","","1"
"","CNN Breaking News","Mar 4, 2011","206","18","Day care owner who fled country after 4 kids died in fire now on U.S. ""most wanted"" list http://on.cnn.com/gHXQ7N","","","","","1"
"","CNN Breaking News","Mar 4, 2011","114","24","#Wisconsin Gov. Walker issues union layoff notices http://on.cnn.com/hqMFUS","","","","","1"
"","CNN Breaking News","Mar 4, 2011","44","8","Senator asks if ATF unwittingly helped Border Patrol agent's killers http://on.cnn.com/gJ6LKM","","","","","1"
"","CNN Breaking News","Mar 4, 2011","51","7","Chihuahua state attorney general spokesman denies reports local police chief has fled http://on.cnn.com/g9sRR7","","","","","1"
"","CNN Breaking News","Mar 4, 2011","32","9","Citing danger, effort suspended to reach man seen alive in old mine shaft http://on.cnn.com/eVC3cq","","","","","1"
"","CNN Breaking News","Mar 4, 2011","130","19","Mexican town's recently hired 20-year-old female police chief has left job http://on.cnn.com/g9sRR7","","","","","1"
"","CNN Breaking News","Mar 4, 2011","107","15","Giffords' alleged shooter indicted on 49 counts. http://on.cnn.com/dL04Rq","","","","","1"
"","CNN Breaking News","Mar 4, 2011","146","23","Police tackle Wisconsin Democrat as he tries to enter Capitol. http://on.cnn.com/fs9PYU","","","","","1"
"","CNN Breaking News","Mar 4, 2011","99","10","NFL Networks reporting collective bargaining agreement deadline will be extended until March 11. http://on.cnn.com/clegtf","","","","","1"
"","CNN Breaking News","Mar 4, 2011","232","16","Witness: ""Indescribable"" deadly assault with mortars and machine guns on protesters in Zawiya, #Libya. http://on.cnn.com/fK2e0P","","","","","1"
"","CNN Breaking News","Mar 4, 2011","172","15","15 killed, 200 wounded in Zawiya, #Libya, witness tells CNN. http://on.cnn.com/ecNCTG","","","","","1"
"","CNN Breaking News","Mar 4, 2011","70","11","Florida won't move forward with any federal high speed rail plan, governor's office says. http://on.cnn.com/eD0kvT","","","","","1"
"","CNN Breaking News","Mar 4, 2011","69","11","Florida Supreme Court rules that governor has authority to reject high-speed rail funds. http://on.cnn.com/eD0kvT","","","","","1"
"","CNN Breaking News","Mar 4, 2011","98","20","After ban, Harvard to allow #ROTC back on campus http://on.cnn.com/hutfDx","","","","","1"
"","CNN Breaking News","Mar 3, 2011","276","21","#NFL
Networks : NFL and the NFL Players union have agreed to a 24 hour extension in CBA negotiations http://on.cnn.com/e9rD9i","","https://abs.twimg.com/hashflags/NFL_2020_2021_ItTakesAllOfUs_NFL/NFL_2020_2021_ItTakesAllOfUs_NFL.png","https://abs.twimg.com/hashflags/NFL_2020_2021_ItTakesAllOfUs_NFL/NFL_2020_2021_ItTakesAllOfUs_NFL.png","https://twitter.com/hashtag/NFL?src=hashtag_click","1"
"","CNN Breaking News","Mar 3, 2011","94","11","Dow posts biggest gain of year - up 191 points on jobs data, oil prices http://on.cnn.com/hQbIEN","","","","","1"
"","CNN Breaking News","Mar 3, 2011","79","17","Obama says U.S. planes to fly refugees from Libya border. http://on.cnn.com/eOHRj4","","","","","1"
"","CNN Breaking News","Mar 3, 2011","49","8","Federal judge puts hold on his ruling tossing out #healthcare law. http://on.cnn.com/fFNboJ","","","","","1"
"","CNN Breaking News","Mar 3, 2011","147","10","#Germany airport gunman a radicalized Muslim who wanted to kill Americans, official says. http://on.cnn.com/eqnrhY","","","","","1"
"","CNN Breaking News","Mar 3, 2011","188","17","Witnesses: Bombs dropped on two eastern #Libya towns http://on.cnn.com/gy2GSQ","","","","","1"
"","CNN Breaking News","Mar 3, 2011","84","21","Shuttle, space station crews wake up to U2 song. Live: http://on.cnn.com/cnndcl3","","","","","1"
"","CNN Breaking News","Mar 3, 2011","49","8","Federal judge puts hold on his ruling tossing out #healthcare law. http://on.cnn.com/fFNboJ","","","","","1"
"","CNN Breaking News","Mar 3, 2011","147","10","#Germany airport gunman a radicalized Muslim who wanted to kill Americans, official says. http://on.cnn.com/eqnrhY","","","","","1"
"","CNN Breaking News","Mar 3, 2011","188","17","Witnesses: Bombs dropped on two eastern #Libya towns http://on.cnn.com/gy2GSQ","","","","","1"
"","CNN Breaking News","Mar 3, 2011","84","21","Shuttle, space station crews wake up to U2 song. Live: http://on.cnn.com/cnndcl3","","","","","1"
"","CNN Breaking News","Mar 3, 2011","206","39","Colorado boy, 12, in custody after parents found dead http://on.cnn.com/gfPskp","","","","","1"
"","CNN Breaking News","Mar 3, 2011","261","37","Children's bodies packed into luggage, dumped in #Florida canal http://on.cnn.com/i07lNP","","","","","1"
"","CNN Breaking News","Mar 3, 2011","174","22","#Sirhan Sirhan, the convicted assassin of Sen. Robert F. Kennedy, has
been denied parole http://on.cnn.com/fZ0isW","","","","","1"
"","CNN Breaking News","Mar 3, 2011","70","20","22 new charges for U.S. #WikiLeaks suspect Pfc. Bradley Manning http://on.cnn.com/eEH31n","","","","","1"
"","CNN Breaking News","Mar 3, 2011","73","16","Mickey #Rooney tells Senate panel he was a victim of elder abuse http://on.cnn.com/eywT8z","","","","","1"
"","CNN Breaking News","Mar 2, 2011","85","14","Missing #Wisconsin Democrats set to face $100 per day fine http://on.cnn.com/hRODoX","","","","","1"
"","CNN Breaking News","Mar 2, 2011","60","8","Actress Zsa Zsa #Gabor hospitalized in L.A. after suffering a shutdown of blood flow to her left leg http://on.cnn.com/gn4rpn","","","","","1"
"","CNN Breaking News","Mar 2, 2011","248","24","Doctor who allegedly did illegal late-term abortions may face death penalty http://on.cnn.com/i2QKEm","","","","","1"
"","CNN Breaking News","Mar 2, 2011","110","10","21 miles of I-95 in Fla. closed by smoke from wildfires. http://on.cnn.com/eTO4Sw","","","","","1"
"","CNN Breaking News","Mar 2, 2011","138","12","2 killed in attack at #Germany airport are #USAirForce airmen, reports indicate. http://on.cnn.com/gyAenx","","","","","1"
"","CNN Breaking News","Mar 2, 2011","65","9","Prosecutors to seek death penalty in Pa. late-term #abortion case. http://on.cnn.com/h6oOuV","","","","","1"
